,id,name,coordinates,score,intro,images,tag_labels,attribution,price_tier,eatingout_score,breakfast,lunch,dinner,drinks,coffee,icecream,cuisine,price,latitude,longitude 
382,N__286387074,Great Northern Hotel,"{'latitude': -37.78200448130611, 'longitude': 144.9735085025007}",2.658671357096484,Great Northern Hotel is a local pub in Melbourne. Tasty pub food and friendly staff. Good beers in a relaxed atmosphere. Fabulous menu and fantastic garden. Reasonable prices.,[],"['drinks', 'cuisine', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'eatingout_time', 'district-inner_north', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/way/531380018', 'source_id': 'openstreetmap'}]",2.0,5.101684546555208,0,0,0,1,0,0,['Beer'],medium,-37.78200448130611,144.9735085025007
383,T__35a669a39b2a,Yellow Bird Cafe,"{'latitude': -37.8538581, 'longitude': 144.9930481}",2.657611452751741,"Yellow Bird Cafe is a little coffee shop in Melbourne. Good mexican cuisine and nice coffee. Packed menu, airy interior, friendly staff and a fantastic atmosphere. Really good value for money. Typically frequented by extraordinary people.",[],"['lunch', 'coffee', 'dinner', 'drinks', 'cuisine', 'breakfast', 'eatingout', 'nightlife', 'poitype-Bar', 'eatingout_time', 'cuisine-Mexican', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4296243504', 'source_id': 'openstreetmap'}]",2.0,5.142816440786025,1,1,1,1,1,0,['Mexican'],medium,-37.8538581,144.9930481
384,N__667680168,European Bier Cafe,"{'latitude': -37.812902, 'longitude': 144.9712356}",2.6476953123284,Excellent bar with an alfresco dining area. Located close to the Velasquez Gallery in Melbourne. European Bier Cafe is a place worth considering for its fantastic beers. Good value for money and an amazing ambience. Friendly service.,[],"['lunch', 'drinks', 'cuisine', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'district-cbd', 'eatingout_time', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/667680168', 'source_id': 'openstreetmap'}]",,5.120895054630923,0,1,0,1,0,0,['Beer'],medium,-37.812902,144.9712356
385,T__54ec33d0c1cc,The Workshop Bar,"{'latitude': -37.8092084, 'longitude': 144.9606363}",2.6476256951100483,One of the best bars in the area. Located close to the RMIT Building 8 in Melbourne. The Workshop Bar is a good option for its good cocktails. A cool seating area. Fabulous staff.,[],"['drinks', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'district-cbd', 'eatingout_time', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4671702790', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/CBD', 'source_id': 'wikivoyage'}]",1.0,4.8281149909925425,0,0,0,1,0,0,['unknown'],cheap,-37.8092084,144.9606363
386,N__776014736,Railway Club Hotel,"{'latitude': -37.83378615472835, 'longitude': 144.94432521511627}",2.6440113248941204,Railway Club Hotel is a bar in Melbourne. Good wines. Excellent menu and wonderful wine list. Fantastic value for money and a warm atmosphere. A really helpful sommelier.,[],"['lunch', 'dinner', 'drinks', 'cuisine', 'character', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'cuisine-Wine', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Seafood', 'poitype-Restaurant', 'eatingout_establishment', 'character-Reservation_recommended']","[{'url': 'http://www.openstreetmap.org/way/913456437', 'source_id': 'openstreetmap'}]",,6.5478995006593825,0,1,1,1,0,0,"['Beer', 'Wine', 'Steak', 'Dessert', 'Seafood']",medium,-37.83378615472835,144.94432521511627
387,T__9ba34b534580,Brooks,"{'latitude': -37.8146628792627, 'longitude': 144.96994867048915}",2.6414132288406202,"Top notch bar with a good wine list and large portions, located in the centre. Ingenious desserts. South african wines and knowledgable staff. Fantastic value for money and a lovely ambience.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Cocktail', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.2828264576812405,0,1,1,0,0,0,"['Wine', 'Dessert', 'Cocktail']",medium,-37.8146628792627,144.96994867048915
388,T__b15c2a0aee55,Little Tommy Tucker Cafe,"{'latitude': -37.91851682605033, 'longitude': 145.03804191417274}",2.641331018752658,Little Tommy Tucker Cafe is a local coffee shop in Melbourne. Amazing food. Fantastic coffee and friendly staff. A good menu. Really reasonable prices and a warm atmosphere.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.282662037505316,1,1,1,0,1,0,['unknown'],medium,-37.91851682605033,145.03804191417274
389,T__ed3695a48bf1,Fleur Depot De Pain,"{'latitude': -37.839166545551635, 'longitude': 144.9758314744014}",2.6407695400620583,French coffee shop with a simple menu. Fantastic coffee and excellent service. Relaxed ambience. Really reasonable prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.281539080124117,1,1,1,0,1,0,['unknown'],medium,-37.839166545551635,144.9758314744014
390,N__977100621,Ray's Cafe,"{'latitude': -37.767025, 'longitude': 144.96108}",2.6407239181223217,Fantastic coffee shop with a vegan menu. Amazing food. Good coffee and friendly staff. Really reasonable prices and a relaxed ambience.,[],"['coffee', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'cuisine-Vegan', 'eatingout_time', 'district-brunswick', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/977100621', 'source_id': 'openstreetmap'}]",,5.281447836244643,1,0,0,0,1,0,['Vegan'],medium,-37.767025,144.96108
391,N__585345053,Brunetti,"{'latitude': -37.81616025658071, 'longitude': 144.96715435459063}",2.640554195854958,"Italian coffee shop with a warm interior, located in the centre. Delicious pastries and tasty cakes. Good coffee and nice staff. Fantastic atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.281108391709916,1,1,1,0,1,0,"['Dessert', 'Italian']",medium,-37.81616025658071,144.96715435459063
392,N__663123803,Grill Room,"{'latitude': -37.8132065, 'longitude': 144.9562106}",2.6402541045476706,One of the best places in the area. Located close to the Hellenic Museum in Melbourne. Fantastic meat and friendly staff. Really nice wines in an amazing atmosphere. A spacious interior and good portions. Reasonable prices.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Ribs', 'cuisine-Wine', 'district-cbd', 'cuisine-Steak', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/663123803', 'source_id': 'openstreetmap'}]",2.0,5.280508209095341,0,1,1,0,0,0,"['Ribs', 'Wine', 'Steak']",medium,-37.8132065,144.9562106
393,T__3f8d3fd972c1,The Roasting Warehouse,"{'latitude': -37.8044524, 'longitude': 144.9506679}",2.6402367984962467,"Really popular coffee shop with a good menu, located in a peaceful street. The Roasting Warehouse is a place worth considering for its amazing food and quite good coffee. Quick service and a nice atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Restaurant', 'district-inner_north', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4957928435', 'source_id': 'openstreetmap'}]",,5.280473596992493,1,1,1,0,1,0,['unknown'],medium,-37.8044524,144.9506679
394,T__476c5c1da798,Drugstore Espresso,"{'latitude': -37.839261294614275, 'longitude': 144.99350535158408}",2.6402211337323847,Drugstore Espresso is a popular coffee shop in Melbourne. Amazing food and a happy owner. A good menu and a fantastic ambience. Reasonable prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.280442267464769,1,1,1,0,1,0,['unknown'],medium,-37.839261294614275,144.99350535158408
395,T__7b9999da6d66,ITALI.CO,"{'latitude': -37.86768720725068, 'longitude': 144.98093247156834}",2.6401701976661007,Italian restaurant with a good menu. Excellent pizzas and lovely wines. Amazing service and a nice ambience. Usually frequented by fantastic people.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'district-st_kilda', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.2803403953322015,0,1,1,0,0,0,"['Wine', 'Pizza', 'Italian']",medium,-37.86768720725068,144.98093247156834
396,T__71a372c11045,Ned's Bake,"{'latitude': -37.83891758102522, 'longitude': 144.99079279526345}",2.639988935252515,"This cozy coffee shop offers french cakes, good bread and fabulous pastries. Outstanding coffee. A nice menu, fantastic service and an excellent ambience. Really reasonable prices.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.27997787050503,1,1,1,0,1,0,['unknown'],medium,-37.83891758102522,144.99079279526345
397,T__875c5e60bca7,Carmine's Bistro,"{'latitude': -37.8016591358726, 'longitude': 144.96703478533527}",2.639906425563772,"Carmine's Bistro is an italian restaurant in Melbourne. Good pizzas and amazing wines. An extensive menu, friendly staff and a nice ambience. Fantastic value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'poitype-Restaurant', 'district-inner_north', 'district-little_italy', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.279812851127544,0,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.8016591358726,144.96703478533527
398,T__cdeb75005306,Platform 28,"{'latitude': -37.818575, 'longitude': 144.949135}",2.639771613307606,"Platform 28 is a place worth considering for its good food and amazing beers. An excellent wine list, friendly staff and a fantastic atmosphere. Reasonable prices.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Beer', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-American', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/2372891529', 'source_id': 'openstreetmap'}]",,5.279543226615212,0,1,1,0,0,0,"['Beer', 'Wine', 'American']",medium,-37.818575,144.949135
399,T__8346a011ce6d,Yuzu at Church Lane,"{'latitude': -37.81771975457795, 'longitude': 144.9578548739413}",2.6396905348737345,Large restaurant with a nice menu. Located close to the Flinders Street Viaduct in Melbourne. Good sushi and japanese beers. Fantastic service and a lovely ambience.,[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'district-cbd', 'cuisine-Sushi', 'eatingout_time', 'cuisine-Japanese', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.279381069747469,0,1,1,0,0,0,"['Sushi', 'Japanese']",medium,-37.81771975457795,144.9578548739413
400,T__971555a82a65,Bar Americano,"{'latitude': -37.815007, 'longitude': 144.9654266}",2.63941603652151,One of the smallest bars. Bar Americano is definitely a place worth considering for its awesome cocktails. A perfect menu. Fantastic service and a wonderful atmosphere.,[],"['drinks', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'district-cbd', 'eatingout_time', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/5432163221', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/CBD', 'source_id': 'wikivoyage'}]",,4.816327847489962,0,0,0,1,0,0,['unknown'],medium,-37.815007,144.9654266
401,T__564e6e6bb6a5,Jack & Daisy,"{'latitude': -37.727857, 'longitude': 144.9391911}",2.6393548442655423,One of the best vegetarian restaurants in town. Excellent food and amazing service. Large portions and a comfortable ambience.,[],"['lunch', 'coffee', 'cuisine', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/6968130717', 'source_id': 'openstreetmap'}]",,5.278709688531085,1,1,0,0,1,0,['unknown'],medium,-37.727857,144.9391911
402,T__b021efc70ce7,West 48,"{'latitude': -37.79574, 'longitude': 144.8835609}",2.6393205116068064,Modern coffee shop with a really unique menu. Good food and fantastic coffee. Friendly staff and a rustic ambience. Reasonable prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-footscray', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/3681735100', 'source_id': 'openstreetmap'}]",,5.278641023213613,1,1,1,0,1,0,['unknown'],medium,-37.79574,144.8835609
403,T__7aef82a6d4cc,Stagger Lee's,"{'latitude': -37.7989463, 'longitude': 144.978543}",2.639285712465447,"Stagger Lee's is a little coffee shop in Inner east. Fantastic food and friendly staff. Excellent coffee. An amazing menu, good portions and a nice atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'eatingout_time', 'cuisine-American', 'poitype-Restaurant', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/328112497', 'source_id': 'openstreetmap'}]",,5.278571424930894,1,1,1,0,1,0,['American'],medium,-37.7989463,144.978543
404,T__0e7f616cb983,Roti Boti Indian Restaurant,"{'latitude': -37.93206258492175, 'longitude': 145.0033048647266}",2.6391948602385282,"Roti Boti Indian Restaurant is an indian restaurant in Melbourne. Excellent food and a really friendly owner. Cold beers, lovely wines and fusion whisky. An extensive menu and little portions. Fantastic ambience. Reasonable prices.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'eatingout', 'cuisine-Roti', 'cuisine-Indian', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment']",[],,5.2783897204770565,0,1,1,0,0,0,"['Roti', 'Indian']",medium,-37.93206258492175,145.0033048647266
405,N__622313961,Babka Bakery Cafe,"{'latitude': -37.7965431, 'longitude': 144.9789415}",2.639136978299126,"Russian coffee shop with a really unassuming interior. Customers recommend the good desserts, delicious pastries and beautiful bread, but others complain about the rude service. Fantastic coffee. Friendly atmosphere. Reasonable prices.",[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Bakery', 'cuisine-Dessert', 'feature-Takeaway', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/622313961', 'source_id': 'openstreetmap'}]",,5.278273956598252,1,1,0,0,1,0,['Dessert'],medium,-37.7965431,144.9789415
406,T__e69b9a166005,Affogato,"{'latitude': -37.81393737435812, 'longitude': 144.96135086469536}",2.638978723154783,"One of the best vegetarian restaurants. Located close to the Peter Bray Gallery in Melbourne. Affogato is a good choice for its good coffee. An original menu, really friendly service and a friendly ambience. Fantastic value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,5.277957446309566,1,1,1,0,1,0,['unknown'],medium,-37.81393737435812,144.96135086469536
407,N__676623360,Ying Thai 2,"{'latitude': -37.804353, 'longitude': 144.966529}",2.638685353855429,"Ying Thai 2 is a place worth considering for its good thai cuisine. A simple menu, large portions and a relaxed ambience. Some customers are disappointed about the rude staff. Fantastic value for money. Usually frequented by local people.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Thai', 'cuisine-Spicy', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'district-inner_north', 'district-little_italy', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/676623360', 'source_id': 'openstreetmap'}]",1.0,5.277370707710858,0,1,1,0,0,0,"['Thai', 'Spicy']",cheap,-37.804353,144.966529
408,T__632c7270ff70,Choi's,"{'latitude': -37.8297267, 'longitude': 145.0415358}",2.6386160549308095,One of the best chinese restaurants in Melbourne. Located in an upmarket zone. Really expensive wines and amazing service. Has takeaway. Good value for money and a beautiful ambience.,[],"['lunch', 'dinner', 'cuisine', 'feature', 'character', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'cuisine-Chinese', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/6417179624', 'source_id': 'openstreetmap'}]",2.0,5.277232109861619,0,1,1,0,0,0,"['Wine', 'Chinese']",medium,-37.8297267,145.0415358
409,N__389387822,Grace Darling Hotel,"{'latitude': -37.804851, 'longitude': 144.983442}",2.627096470507701,"Grace Darling Hotel is a bar in Inner east close to the Gertrude Contemporary Art Spaces. Beautiful food and craft beers. Lovely fire place, outdoor garden, friendly staff and a warm ambience. Really reasonable prices. Usually frequented by a good clientele.",[],"['drinks', 'cuisine', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'eatingout_time', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/389387822', 'source_id': 'openstreetmap'}]",,5.005214328194365,0,0,0,1,0,0,['Beer'],medium,-37.804851,144.983442
410,T__080af196ea95,Berlin Bar,"{'latitude': -37.8111694, 'longitude': 144.9683698}",2.624215450718171,"The most amazing cocktails in Melbourne, as some people say. Located close to the Chinese Museum. Really little cheese and original currywurst. A really cool menu and an awesome atmosphere. Friendly staff.",[],"['drinks', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'district-cbd', 'eatingout_time', 'district-chinatown', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/2240626094', 'source_id': 'openstreetmap'}]",2.0,4.9291088928176325,0,0,0,1,0,0,['unknown'],medium,-37.8111694,144.9683698
411,N__369135444,Riverland,"{'latitude': -37.8187059, 'longitude': 144.9686342}",2.62227815793017,Riverland is a bar in Melbourne close to the Koorie Heritage Trust. Some people rave about the good wines. Reasonable prices and a beautiful ambience. Good selection of beers. Usually frequented by friendly people.,[],"['drinks', 'feature', 'district', 'breakfast', 'eatingout', 'nightlife', 'poitype-Bar', 'district-cbd', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/369135444', 'source_id': 'openstreetmap'}]",1.0,4.929175598232667,1,0,0,1,0,0,['unknown'],cheap,-37.8187059,144.9686342
412,T__1d3e6fa7ae86,Moon Dog Brewery,"{'latitude': -37.8099068, 'longitude': 145.0054449}",2.616937401558377,Located in the centre in Abbotsford. A little bar that is popular for its good beers and fantastic pizzas. Amazing atmosphere. Lots of craft beers.,[],"['drinks', 'cuisine', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'cuisine-Pizza', 'eatingout_time', 'district-abbotsford', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/2830734304', 'source_id': 'openstreetmap'}]",,5.089811758202912,0,0,0,1,0,0,"['Beer', 'Pizza']",medium,-37.8099068,145.0054449
413,T__15b0ce7d0c10,The Crafty Squire,"{'latitude': -37.8136466, 'longitude': 144.9682102}",2.616437478124304,The Crafty Squire is a bar in Melbourne. Fantastic beers in a friendly atmosphere. Modern interior and extensive menu. Slow service. Good value for money. Usually frequented by young people.,[],"['lunch', 'drinks', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'district-cbd', 'eatingout_time', 'feature-Live_music', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/589255880', 'source_id': 'openstreetmap'}]",,4.924070877492683,0,1,0,1,0,0,['unknown'],medium,-37.8136466,144.9682102
414,T__b9aa455f184b,The Leveson,"{'latitude': -37.803698403314385, 'longitude': 144.9514181332171}",2.6143258158384803,One of the best vegetarian restaurants in Melbourne. Vegetarian food. Lovely beers and friendly staff. A good wine list and a wonderful ambience. Fantastic value for money.,[],"['dinner', 'drinks', 'feature', 'district', 'character', 'eatingout', 'nightlife', 'poitype-Bar', 'eatingout_time', 'district-inner_north', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/way/844223206', 'source_id': 'openstreetmap'}]",,4.98536450822628,0,0,1,1,0,0,['unknown'],medium,-37.803698403314385,144.9514181332171
415,T__df41bf0bdc8c,Royal Melbourne Hotel,"{'latitude': -37.8167994, 'longitude': 144.9552063}",2.610438977376548,Royal Melbourne Hotel is an australian coffee shop in Melbourne. Fantastic food in a lovely ambience. Good beers and excellent service. An extensive menu.,[],"['lunch', 'drinks', 'cuisine', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'district-cbd', 'eatingout_time', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/588178960', 'source_id': 'openstreetmap'}]",,5.059720720883496,0,1,0,1,0,0,['Beer'],medium,-37.8167994,144.9552063
416,T__335f50a86942,Mayday Coffee and Food,"{'latitude': -37.81932460147749, 'longitude': 145.0051073189898}",2.60946453747525,Mayday Coffee and Food is a lovely restaurant in Richmond. Good food and fantastic coffee. Spacious interior and seasonal menu. Friendly staff. Reasonable prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-richmond', 'poitype-Restaurant', 'district-north_richmond', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.2189290749505,1,1,1,0,1,0,['unknown'],medium,-37.81932460147749,145.0051073189898
417,T__734e4dfd9b2a,Fourth Chapter,"{'latitude': -37.8527761, 'longitude': 145.0013906}",2.60914407133596,Little coffee shop with an outdoor garden. Fourth Chapter is a good choice for its delicious food and good coffee. Cheap prices and a lovely ambience. Friendly staff.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/4417343394', 'source_id': 'openstreetmap'}]",,5.21828814267192,1,1,1,0,1,0,['unknown'],medium,-37.8527761,145.0013906
418,T__87155ec28f63,Lune,"{'latitude': -37.7959622, 'longitude': 144.979943}",2.609085923073729,"Rustic coffee shop with a simple menu, located close to the Centre for Contemporary Photography. Lune is a place worth considering for its good coffee. Reasonable prices and a fantastic ambience. Some customers complain about the awful service.",[],"['coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Bakery', 'cuisine-Cruffin', 'feature-Takeaway', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4290861195', 'source_id': 'openstreetmap'}]",,5.218171846147458,1,0,0,0,1,0,['Cruffin'],medium,-37.7959622,144.979943
419,T__3985923f75f8,Il Melograno,"{'latitude': -37.7803166, 'longitude': 144.9969775}",2.609024864713191,"The best ice cream. Il Melograno is a place worth considering for its excellent coffee. A nice garden, airy ceilings and a comfortable ambience. Friendly staff. Good value for money.",[],"['lunch', 'coffee', 'cuisine', 'district', 'icecream', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-northcote', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/2970944457', 'source_id': 'openstreetmap'}]",,5.218049729426382,0,1,0,0,1,1,['unknown'],medium,-37.7803166,144.9969775
420,T__32c0e4e71703,Lady Bower,"{'latitude': -37.7168228, 'longitude': 145.0104867}",2.6088855020371087,Lady Bower is a little coffee shop in Melbourne. Good coffee in a relaxed ambience. Has outdoor seating. Friendly staff. Really reasonable prices.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/4643411552', 'source_id': 'openstreetmap'}]",,5.217771004074217,1,1,0,0,1,0,['unknown'],medium,-37.7168228,145.0104867
421,T__1465e73b5086,Hobba,"{'latitude': -37.84790796190977, 'longitude': 145.0006876454051}",2.608687787784948,Trendy coffee shop with an excellent menu and little portions. Fantastic food and friendly staff. Delicious coffee. Good value for money and a nice ambience.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",1.0,5.217375575569896,1,1,1,0,1,0,['unknown'],cheap,-37.84790796190977,145.0006876454051
422,T__6c67a0f7e290,Feast of Merit,"{'latitude': -37.82526954593476, 'longitude': 144.99500751775426}",2.6084604861727483,Feast of Merit is a really beautiful venue in Richmond close to the Christine Abrahams Gallery. Excellent food. Fantastic coffee and friendly staff. A good wine list and a relaxed ambience. Fabulous value for money.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'district-richmond', 'poitype-Restaurant', 'district-north_richmond', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,5.216920972345497,1,1,1,0,1,0,['Wine'],medium,-37.82526954593476,144.99500751775426
423,T__fbb392a970f1,The Diplomat,"{'latitude': -37.948602423903914, 'longitude': 145.04237803193723}",2.6083914556340013,"The Diplomat is a place worth considering for its delicious food. A really modern menu, quick service and a happy atmosphere. Reasonable prices.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.216782911268003,1,1,1,0,1,0,['unknown'],medium,-37.948602423903914,145.04237803193723
